404.6746 	WARNING 	Couldn't measure a consistent frame rate.
459.3112 	EXP 	Created fixation = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='Courier New', fontFiles=[], height=0.25, italic=False, name='fixation', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([-1., -1., -1.]), text=u'+', units=u'norm', win=Window(...), wrapWidth=1)
459.3122 	EXP 	Created text_left = TextStim(alignHoriz='right', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='FangSong', fontFiles=[], height=0.25, italic=False, name='text_left', opacity=1.0, ori=0, pos=array([-0.1,  0. ]), rgb=array([-1., -1., -1.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
459.3132 	EXP 	Created text_right = TextStim(alignHoriz='left', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='FangSong', fontFiles=[], height=0.25, italic=False, name='text_right', opacity=1.0, ori=0, pos=array([ 0.1,  0. ]), rgb=array([-1., -1., -1.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
459.3132 	DEBUG 	Preparing audio for playback...
459.3132 	DEBUG 	Loading audio file instr_01.wav...
459.3133 	INFO 	Looking for Primary Sound
459.3133 	INFO 	Examining for Microsoft Sound Mapper - Output
459.3133 	INFO 	Examining for Speakers (High Definition Audio
459.3133 	INFO 	Examining for Digital Audio (S/PDIF) (High De
459.3133 	INFO 	Examining for Primary Sound Driver
459.3134 	INFO 	Success: Primary Sound Driver
459.3134 	INFO 	Using sound driver: Primary Sound Driver (ID=7)
459.3134 	INFO 	Looking for Primary Sound
459.3134 	INFO 	Examining for Microsoft Sound Mapper - Input
459.3134 	INFO 	Examining for Microphone (High Definition Aud
459.3134 	INFO 	Examining for Primary Sound Capture Driver
459.3134 	INFO 	Success: Primary Sound Capture Driver
459.3134 	INFO 	Using sound-input driver: Primary Sound Capture Driver (ID=5)
459.6660 	DATA 	Mouse: Left button down, pos=(1918,1079)
459.6663 	DATA 	Mouse:  Left button up, pos=(1918,1079)
460.0863 	EXP 	Set  sound=C
460.0863 	DEBUG 	pyo sound server started
460.2133 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_01.wav
460.2134 	DEBUG 	Loaded audio file instr_01.wav.
460.2135 	DEBUG 	Loading audio file instr_02.wav...
460.4209 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_02.wav
460.4210 	DEBUG 	Loaded audio file instr_02.wav.
460.4211 	DEBUG 	Loading audio file instr_03.wav...
460.5781 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_03.wav
460.5782 	DEBUG 	Loaded audio file instr_03.wav.
460.5783 	DEBUG 	Loading audio file instr_04.wav...
460.7077 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_04.wav
460.7078 	DEBUG 	Loaded audio file instr_04.wav.
460.7079 	DEBUG 	Loading audio file instr_05.wav...
461.0199 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_05.wav
461.0201 	DEBUG 	Loaded audio file instr_05.wav.
461.0201 	DEBUG 	Loading audio file instr_06.wav...
461.3501 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_06.wav
461.3503 	DEBUG 	Loaded audio file instr_06.wav.
461.3504 	DEBUG 	Loading audio file instr_07.wav...
461.7083 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_07.wav
461.7085 	DEBUG 	Loaded audio file instr_07.wav.
461.7087 	DEBUG 	Loading audio file instr_08.wav...
462.5199 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_08.wav
462.5200 	DEBUG 	Loaded audio file instr_08.wav.
462.5201 	DEBUG 	Loading audio file instr_09.wav...
462.5936 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_09.wav
462.5937 	DEBUG 	Loaded audio file instr_09.wav.
462.5938 	DEBUG 	Loading audio file instr_10.wav...
463.2978 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_10.wav
463.2979 	DEBUG 	Loaded audio file instr_10.wav.
463.2980 	DEBUG 	Loading audio file instr_11.wav...
463.4811 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_11.wav
463.4813 	DEBUG 	Loaded audio file instr_11.wav.
463.4815 	DEBUG 	Loading audio file instr_12.wav...
463.5747 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_12.wav
463.5748 	DEBUG 	Loaded audio file instr_12.wav.
463.5749 	DEBUG 	Loading audio file instr_13.wav...
464.1691 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_13.wav
464.1693 	DEBUG 	Loaded audio file instr_13.wav.
464.1694 	DEBUG 	Loading audio file instr_14.wav...
464.3630 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_14.wav
464.3632 	DEBUG 	Loaded audio file instr_14.wav.
464.3633 	DEBUG 	Loading audio file instr_15.wav...
464.5890 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_15.wav
464.5892 	DEBUG 	Loaded audio file instr_15.wav.
464.5894 	DEBUG 	Loading audio file instr_16.wav...
464.7084 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_16.wav
464.7085 	DEBUG 	Loaded audio file instr_16.wav.
464.7087 	DEBUG 	Loading audio file instr_17.wav...
465.3438 	EXP 	Set  sound=H:\Orthophonology Test Battery\01 Experiment\mazeexperiment\data\instructions_audio\edited\instr_17.wav
465.3439 	DEBUG 	Loaded audio file instr_17.wav.
465.3462 	EXP 	Sound  started
465.5073 	EXP 	paragraph_text: text = u'\u5728\u8fd9\u4e2a\u5b9e\u9a8c\u4e2d\uff0c\u4f60\u5c06\u9605\u8bfb\u4e00\u4e9b\u4e2d\u6587\u53e5\u5b50\u3002'
465.5073 	EXP 	paragraph_text: autoDraw = True
465.5073 	EXP 	paragraph_text: alignVert = 'center'
465.5073 	EXP 	paragraph_text: text = u'\u5728\u8fd9\u4e2a\u5b9e\u9a8c\u4e2d\uff0c\u4f60\u5c06\u9605\u8bfb\u4e00\u4e9b\u4e2d\u6587\u53e5\u5b50\u3002'
470.4930 	EXP 	Sound  started
470.5907 	EXP 	paragraph_text: text = u'\u53e5\u5b50\u4e2d\u7684\u8bcd\u5c06\u4f1a\u4e00\u4e2a\u4e00\u4e2a\u5448\u73b0\u3002\u6bcf\u4e00\u4e2a\u9002\u5408\u8bed\u2028\u5883\u7684\u8bcd\u5c06\u4f1a\u548c\u4e00\u4e2a\u4e0d\u9002\u5408\u8bed\u5883\u7684\u8bcd\u540c\u65f6\u51fa\u73b0\u3002'
480.5757 	EXP 	Sound  started
480.6410 	EXP 	paragraph_text: text = u'\u4f60\u9700\u8981\u505a\u7684\u5c31\u662f\u9009\u51fa\u9002\u5408\u8bed\u5883\u90a3\u4e2a\u8bcd\u3002\u4f60\u5c06\u6309\u76f8\u5e94\u7684\u952e\u2028\u6765\u9009\u62e9\u6b63\u786e\u7684\u8bcd\u3002'
490.6260 	EXP 	Sound  started
490.6911 	EXP 	paragraph_text: text = u'\u5982\u679c\u8981\u9009\u62e9\u5de6\u8fb9\u7684\u8bcd\uff0c\u6309\u5de6\u952e\u3002'
493.7078 	EXP 	left_arrow: autoDraw = True
493.7078 	EXP 	press_img_left: autoDraw = True
493.9577 	EXP 	left_arrow: autoDraw = False
493.9577 	EXP 	press_img_left: autoDraw = False
494.2078 	EXP 	left_arrow: autoDraw = True
494.2078 	EXP 	press_img_left: autoDraw = True
494.4578 	EXP 	left_arrow: autoDraw = False
494.4578 	EXP 	press_img_left: autoDraw = False
494.7078 	EXP 	left_arrow: autoDraw = True
494.7078 	EXP 	press_img_left: autoDraw = True
494.9577 	EXP 	left_arrow: autoDraw = False
494.9577 	EXP 	press_img_left: autoDraw = False
495.2078 	EXP 	left_arrow: autoDraw = True
495.2078 	EXP 	press_img_left: autoDraw = True
495.4578 	EXP 	left_arrow: autoDraw = False
495.4578 	EXP 	press_img_left: autoDraw = False
495.7078 	EXP 	left_arrow: autoDraw = True
495.7078 	EXP 	press_img_left: autoDraw = True
495.9578 	EXP 	left_arrow: autoDraw = False
495.9578 	EXP 	press_img_left: autoDraw = False
496.2078 	EXP 	left_arrow: autoDraw = True
496.2078 	EXP 	press_img_left: autoDraw = True
496.4577 	EXP 	left_arrow: autoDraw = False
496.4577 	EXP 	press_img_left: autoDraw = False
496.7078 	EXP 	left_arrow: autoDraw = True
496.7078 	EXP 	press_img_left: autoDraw = True
496.9578 	EXP 	left_arrow: autoDraw = False
496.9578 	EXP 	press_img_left: autoDraw = False
497.2077 	EXP 	left_arrow: autoDraw = True
497.2077 	EXP 	press_img_left: autoDraw = True
497.4578 	EXP 	left_arrow: autoDraw = False
497.4578 	EXP 	press_img_left: autoDraw = False
497.7078 	EXP 	left_arrow: autoDraw = True
497.7078 	EXP 	press_img_left: autoDraw = True
497.9578 	EXP 	left_arrow: autoDraw = False
497.9578 	EXP 	press_img_left: autoDraw = False
498.2078 	EXP 	left_arrow: autoDraw = True
498.2078 	EXP 	press_img_left: autoDraw = True
498.4578 	EXP 	left_arrow: autoDraw = False
498.4578 	EXP 	press_img_left: autoDraw = False
498.7078 	EXP 	left_arrow: autoDraw = False
498.7078 	EXP 	press_img_left: autoDraw = False
498.7078 	EXP 	paragraph_text: autoDraw = False
499.6925 	EXP 	Sound  started
499.7411 	EXP 	paragraph_text: autoDraw = True
499.7411 	EXP 	paragraph_text: text = u'\u5982\u679c\u8981\u9009\u62e9\u53f3\u8fb9\u7684\u8bcd\uff0c\u6309\u53f3\u952e\u3002'
502.7411 	EXP 	right_arrow: autoDraw = True
502.7411 	EXP 	press_img_right: autoDraw = True
502.9912 	EXP 	right_arrow: autoDraw = False
502.9912 	EXP 	press_img_right: autoDraw = False
503.2411 	EXP 	right_arrow: autoDraw = True
503.2411 	EXP 	press_img_right: autoDraw = True
503.4911 	EXP 	right_arrow: autoDraw = False
503.4911 	EXP 	press_img_right: autoDraw = False
503.7411 	EXP 	right_arrow: autoDraw = True
503.7411 	EXP 	press_img_right: autoDraw = True
503.9911 	EXP 	right_arrow: autoDraw = False
503.9911 	EXP 	press_img_right: autoDraw = False
504.2411 	EXP 	right_arrow: autoDraw = True
504.2411 	EXP 	press_img_right: autoDraw = True
504.4911 	EXP 	right_arrow: autoDraw = False
504.4911 	EXP 	press_img_right: autoDraw = False
504.7411 	EXP 	right_arrow: autoDraw = True
504.7411 	EXP 	press_img_right: autoDraw = True
504.9911 	EXP 	right_arrow: autoDraw = False
504.9911 	EXP 	press_img_right: autoDraw = False
505.2411 	EXP 	right_arrow: autoDraw = True
505.2411 	EXP 	press_img_right: autoDraw = True
505.4911 	EXP 	right_arrow: autoDraw = False
505.4911 	EXP 	press_img_right: autoDraw = False
505.7411 	EXP 	right_arrow: autoDraw = True
505.7411 	EXP 	press_img_right: autoDraw = True
505.9911 	EXP 	right_arrow: autoDraw = False
505.9911 	EXP 	press_img_right: autoDraw = False
506.2411 	EXP 	right_arrow: autoDraw = True
506.2411 	EXP 	press_img_right: autoDraw = True
506.4911 	EXP 	right_arrow: autoDraw = False
506.4911 	EXP 	press_img_right: autoDraw = False
506.7411 	EXP 	right_arrow: autoDraw = True
506.7411 	EXP 	press_img_right: autoDraw = True
506.9911 	EXP 	right_arrow: autoDraw = False
506.9911 	EXP 	press_img_right: autoDraw = False
507.2412 	EXP 	right_arrow: autoDraw = True
507.2412 	EXP 	press_img_right: autoDraw = True
507.4913 	EXP 	right_arrow: autoDraw = False
507.4913 	EXP 	press_img_right: autoDraw = False
507.7411 	EXP 	right_arrow: autoDraw = False
507.7411 	EXP 	press_img_right: autoDraw = False
508.2412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.00625])
508.2578 	EXP 	paragraph_text: pos = array([-0.8   ,  0.0125])
508.2745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.01875])
508.2912 	EXP 	paragraph_text: pos = array([-0.8  ,  0.025])
508.3078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.03125])
508.3245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.0375])
508.3411 	EXP 	paragraph_text: pos = array([-0.8    ,  0.04375])
508.3578 	EXP 	paragraph_text: pos = array([-0.8 ,  0.05])
508.3745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.05625])
508.3911 	EXP 	paragraph_text: pos = array([-0.8   ,  0.0625])
508.4078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.06875])
508.4245 	EXP 	paragraph_text: pos = array([-0.8  ,  0.075])
508.4412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.08125])
508.4578 	EXP 	paragraph_text: pos = array([-0.8   ,  0.0875])
508.4745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.09375])
508.4911 	EXP 	paragraph_text: pos = array([-0.8,  0.1])
508.5079 	EXP 	paragraph_text: pos = array([-0.8    ,  0.10625])
508.5245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.1125])
508.5412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.11875])
508.5578 	EXP 	paragraph_text: pos = array([-0.8  ,  0.125])
508.5745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.13125])
508.5911 	EXP 	paragraph_text: pos = array([-0.8   ,  0.1375])
508.6078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.14375])
508.6245 	EXP 	paragraph_text: pos = array([-0.8 ,  0.15])
508.6412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.15625])
508.6578 	EXP 	paragraph_text: pos = array([-0.8   ,  0.1625])
508.6745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.16875])
508.6912 	EXP 	paragraph_text: pos = array([-0.8  ,  0.175])
508.7078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.18125])
508.7245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.1875])
508.7411 	EXP 	paragraph_text: pos = array([-0.8    ,  0.19375])
508.7578 	EXP 	paragraph_text: pos = array([-0.8,  0.2])
508.7746 	EXP 	paragraph_text: pos = array([-0.8    ,  0.20625])
508.7911 	EXP 	paragraph_text: pos = array([-0.8   ,  0.2125])
508.8078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.21875])
508.8245 	EXP 	paragraph_text: pos = array([-0.8  ,  0.225])
508.8412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.23125])
508.8578 	EXP 	paragraph_text: pos = array([-0.8   ,  0.2375])
508.8745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.24375])
508.8911 	EXP 	paragraph_text: pos = array([-0.8 ,  0.25])
508.9078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.25625])
508.9245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.2625])
508.9412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.26875])
508.9578 	EXP 	paragraph_text: pos = array([-0.8  ,  0.275])
508.9745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.28125])
508.9912 	EXP 	paragraph_text: pos = array([-0.8   ,  0.2875])
509.0078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.29375])
509.0245 	EXP 	paragraph_text: pos = array([-0.8,  0.3])
509.0412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.30625])
509.0578 	EXP 	paragraph_text: pos = array([-0.8   ,  0.3125])
509.0745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.31875])
509.0911 	EXP 	paragraph_text: pos = array([-0.8  ,  0.325])
509.1079 	EXP 	paragraph_text: pos = array([-0.8    ,  0.33125])
509.1245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.3375])
509.1412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.34375])
509.1578 	EXP 	paragraph_text: pos = array([-0.8 ,  0.35])
509.1745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.35625])
509.1911 	EXP 	paragraph_text: pos = array([-0.8   ,  0.3625])
509.2079 	EXP 	paragraph_text: pos = array([-0.8    ,  0.36875])
509.2245 	EXP 	paragraph_text: pos = array([-0.8  ,  0.375])
509.2412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.38125])
509.2578 	EXP 	paragraph_text: pos = array([-0.8   ,  0.3875])
509.2745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.39375])
509.2911 	EXP 	paragraph_text: pos = array([-0.8,  0.4])
509.3080 	EXP 	paragraph_text: pos = array([-0.8    ,  0.40625])
509.3245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.4125])
509.3412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.41875])
509.3578 	EXP 	paragraph_text: pos = array([-0.8  ,  0.425])
509.3745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.43125])
509.3912 	EXP 	paragraph_text: pos = array([-0.8   ,  0.4375])
509.4078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.44375])
509.4245 	EXP 	paragraph_text: pos = array([-0.8 ,  0.45])
509.4412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.45625])
509.4578 	EXP 	paragraph_text: pos = array([-0.8   ,  0.4625])
509.4745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.46875])
509.4911 	EXP 	paragraph_text: pos = array([-0.8  ,  0.475])
509.5078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.48125])
509.5245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.4875])
509.5412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.49375])
509.5578 	EXP 	paragraph_text: pos = array([-0.8,  0.5])
509.5745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.50625])
509.5911 	EXP 	paragraph_text: pos = array([-0.8   ,  0.5125])
509.6078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.51875])
509.6245 	EXP 	paragraph_text: pos = array([-0.8  ,  0.525])
509.6412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.53125])
509.6579 	EXP 	paragraph_text: pos = array([-0.8   ,  0.5375])
509.6745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.54375])
509.6911 	EXP 	paragraph_text: pos = array([-0.8 ,  0.55])
509.7078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.55625])
509.7245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.5625])
509.7412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.56875])
509.7578 	EXP 	paragraph_text: pos = array([-0.8  ,  0.575])
509.7745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.58125])
509.7911 	EXP 	paragraph_text: pos = array([-0.8   ,  0.5875])
509.8078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.59375])
509.8245 	EXP 	paragraph_text: pos = array([-0.8,  0.6])
509.8412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.60625])
509.8578 	EXP 	paragraph_text: pos = array([-0.8   ,  0.6125])
509.8745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.61875])
509.8911 	EXP 	paragraph_text: pos = array([-0.8  ,  0.625])
509.9078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.63125])
509.9245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.6375])
509.9411 	EXP 	paragraph_text: pos = array([-0.8    ,  0.64375])
509.9578 	EXP 	paragraph_text: pos = array([-0.8 ,  0.65])
509.9745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.65625])
509.9911 	EXP 	paragraph_text: pos = array([-0.8   ,  0.6625])
510.0078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.66875])
510.0245 	EXP 	paragraph_text: pos = array([-0.8  ,  0.675])
510.0412 	EXP 	paragraph_text: pos = array([-0.8    ,  0.68125])
510.0578 	EXP 	paragraph_text: pos = array([-0.8   ,  0.6875])
510.0745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.69375])
510.0912 	EXP 	paragraph_text: pos = array([-0.8,  0.7])
510.1078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.70625])
510.1245 	EXP 	paragraph_text: pos = array([-0.8   ,  0.7125])
510.1411 	EXP 	paragraph_text: pos = array([-0.8    ,  0.71875])
510.1578 	EXP 	paragraph_text: pos = array([-0.8  ,  0.725])
510.1745 	EXP 	paragraph_text: pos = array([-0.8    ,  0.73125])
510.1911 	EXP 	paragraph_text: pos = array([-0.8   ,  0.7375])
510.2078 	EXP 	paragraph_text: pos = array([-0.8    ,  0.74375])
510.2245 	EXP 	paragraph_text: pos = array([-0.8 ,  0.75])
510.2412 	EXP 	paragraph_text: autoDraw = False
510.2412 	EXP 	paragraph_text: alignVert = 'top'
510.4757 	EXP 	Sound  started
510.5412 	EXP 	paragraph_text: text = u'\u6bcf\u4e2a\u53e5\u5b50\u5f00\u59cb\u4e4b\u524d\uff0c\u4f60\u4f1a\u770b\u5230\u201c\u8bf7\u51c6\u5907\u201d\u7684\u63d0\u793a\u3002'
510.5412 	EXP 	paragraph_text: pos = (-0.8, 0.9)
510.5412 	EXP 	paragraph_text: autoDraw = True
513.5744 	EXP 	message: text = u'\u8bf7\u51c6\u5907'
513.5744 	EXP 	message: autoDraw = True
521.0747 	EXP 	paragraph_text: autoDraw = False
521.3094 	EXP 	Sound  started
521.3913 	EXP 	paragraph_text: text = u'\u7d27\u8ddf\u7740\u4f60\u4f1a\u770b\u5230\u7a7a\u767d\u5c4f\u5e55\u3002\u7136\u540e\u201c+\u201d \u4f1a\u51fa\u73b0\u5728\u5c4f\u5e55\u4e0a\uff0c\u2028\u7b2c\u4e00\u4e2a\u53e5\u5b50\u5373\u5c06\u5f00\u59cb\u3002\u6211\u4eec\u6765\u770b\u4e00\u4e2a\u4f8b\u5b50\uff1a'
521.3913 	EXP 	paragraph_text: autoDraw = True
531.3920 	EXP 	paragraph_text: autoDraw = False
533.3919 	EXP 	message: autoDraw = False
534.3919 	EXP 	fixation: autoDraw = True
537.3761 	EXP 	Sound  started
537.4088 	EXP 	paragraph_text: text = u'\u4f60\u9700\u8981\u6309\u76f8\u5e94\u7684\u952e\u9009\u62e9\u6b63\u786e\u7684\u8bcd\u3002\u2028\u6bcf\u4e2a\u53e5\u5b50\u7684\u7b2c\u4e00\u4e2a\u8bcd\u7684\u9009\u9879\u91cc\u2028\u53ea\u6709\u4e00\u662f\u8bcd\uff0c\u4f60\u53ea\u9700\u8981\u9009\u62e9\u8fd9\u4e2a\u8bcd\u3002'
537.4088 	EXP 	paragraph_text: autoDraw = True
546.4269 	EXP 	text_left: text = 'XXX'
546.4269 	EXP 	text_right: text = u'\u4e00\u4e2a'
546.4269 	EXP 	text_left: autoDraw = True
546.4269 	EXP 	text_right: autoDraw = True
546.9265 	EXP 	fixation: autoDraw = False
549.9104 	EXP 	Sound  started
549.9265 	EXP 	paragraph_text: text = u'\u6309\u5de6\u952e\u9009\u62e9\u5de6\u8fb9\u7684\u8bcd\u3002'
549.9265 	EXP 	paragraph_text: pos = (-0.9, -0.6)
549.9265 	EXP 	right_arrow: autoDraw = True
549.9265 	EXP 	press_img_right: autoDraw = True
550.1768 	EXP 	right_arrow: autoDraw = False
550.1768 	EXP 	press_img_right: autoDraw = False
550.4270 	EXP 	right_arrow: autoDraw = True
550.4270 	EXP 	press_img_right: autoDraw = True
550.6771 	EXP 	right_arrow: autoDraw = False
550.6771 	EXP 	press_img_right: autoDraw = False
550.9269 	EXP 	right_arrow: autoDraw = True
550.9269 	EXP 	press_img_right: autoDraw = True
551.1770 	EXP 	right_arrow: autoDraw = False
551.1770 	EXP 	press_img_right: autoDraw = False
551.4271 	EXP 	right_arrow: autoDraw = True
551.4271 	EXP 	press_img_right: autoDraw = True
