78.8064 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

117.9160 	WARNING 	t of last frame was 39109.89ms (=1/0)
118.0878 	WARNING 	t of last frame was 22.20ms (=1/45)
118.2432 	WARNING 	t of last frame was 22.74ms (=1/43)
118.3993 	WARNING 	t of last frame was 22.72ms (=1/44)
118.5552 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
119.5522 	EXP 	window1: recordFrameIntervals = False
119.7295 	EXP 	window1: recordFrameIntervals = True
120.7823 	DATA 	Mouse: Left button down, pos=(1919,1080)
120.9030 	DATA 	Mouse:  Left button up, pos=(1919,1080)
120.9693 	DEBUG 	Screen (0) actual frame rate measured at 59.70
120.9694 	EXP 	window1: recordFrameIntervals = True
120.9830 	DEBUG 	Entered instructions class.
121.1729 	EXP 	Created paragraph_text = TextStim(alignHoriz='left', alignVert='top', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='FangSong', fontFiles=[], height=0.1, italic=False, name='paragraph_text', opacity=1.0, ori=0, pos=array([-0.8,  0. ]), rgb=array([-1., -1., -1.]), text='', units=u'norm', win=Window(...), wrapWidth=1.6)
121.1970 	EXP 	Created left_arrow = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', interpolate=True, lineColor=None, lineColorSpace='rgb', lineWidth=1.5, name='left_arrow', opacity=1.0, ori=array(135.0), pos=array([-1., -1.]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...), windingRule=None)
121.1987 	EXP 	Created right_arrow = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', interpolate=True, lineColor=None, lineColorSpace='rgb', lineWidth=1.5, name='right_arrow', opacity=1.0, ori=array(45.0), pos=array([ 1., -1.]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...), windingRule=None)
121.3602 	EXP 	Created press_img_left = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=True, flipVert=False, image=unicode(...), interpolate=True, mask=None, maskParams=None, name='press_img_left', opacity=1.0, ori=0.0, pos=array([-0.65, -0.55]), size=array([ 0.140625,  0.25    ]), texRes=128, units=u'norm', win=Window(...))
121.3767 	EXP 	Created press_img_right = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=unicode(...), interpolate=True, mask=None, maskParams=None, name='press_img_right', opacity=1.0, ori=0.0, pos=array([ 0.65, -0.55]), size=array([ 0.140625,  0.25    ]), texRes=128, units=u'norm', win=Window(...))
