369.5274 	WARNING 	Couldn't measure a consistent frame rate.
  - Is your graphics card set to sync to vertical blank?
  - Are you running other processes on your computer?

407.2364 	WARNING 	t of last frame was 37709.30ms (=1/0)
407.3903 	WARNING 	t of last frame was 21.60ms (=1/46)
407.5463 	WARNING 	t of last frame was 22.61ms (=1/44)
407.7023 	WARNING 	t of last frame was 22.65ms (=1/44)
407.8740 	WARNING 	Multiple dropped frames have occurred - I'll stop bothering you about them!
408.8500 	EXP 	window1: recordFrameIntervals = False
409.0212 	EXP 	window1: recordFrameIntervals = True
410.2404 	DEBUG 	Screen (0) actual frame rate measured at 60.03
410.2405 	EXP 	window1: recordFrameIntervals = True
410.2489 	DEBUG 	Entered instructions class.
410.5752 	EXP 	Created paragraph_text = TextStim(alignHoriz='left', alignVert='top', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='FangSong', fontFiles=[], height=0.1, italic=False, name='paragraph_text', opacity=1.0, ori=0, pos=array([-0.8,  0. ]), rgb=array([-1., -1., -1.]), text='', units=u'norm', win=Window(...), wrapWidth=1.6)
410.6127 	EXP 	Created left_arrow = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', interpolate=True, lineColor=None, lineColorSpace='rgb', lineWidth=1.5, name='left_arrow', opacity=1.0, ori=array(135.0), pos=array([-1., -1.]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...), windingRule=None)
410.6158 	EXP 	Created right_arrow = ShapeStim(autoDraw=False, autoLog=True, closeShape=True, contrast=1.0, depth=0, fillColor=array([-1., -1., -1.]), fillColorSpace='rgb', interpolate=True, lineColor=None, lineColorSpace='rgb', lineWidth=1.5, name='right_arrow', opacity=1.0, ori=array(45.0), pos=array([ 1., -1.]), size=array([ 1.,  1.]), units=u'norm', vertices=ndarray(...), win=Window(...), windingRule=None)
410.6431 	EXP 	Created press_img_left = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=True, flipVert=False, image=unicode(...), interpolate=True, mask=None, maskParams=None, name='press_img_left', opacity=1.0, ori=0.0, pos=array([-0.65, -0.55]), size=array([ 0.140625,  0.25    ]), texRes=128, units=u'norm', win=Window(...))
410.6635 	EXP 	Created press_img_right = ImageStim(autoLog=True, color=array([ 1.,  1.,  1.]), colorSpace='rgb', contrast=1.0, depth=0, flipHoriz=False, flipVert=False, image=unicode(...), interpolate=True, mask=None, maskParams=None, name='press_img_right', opacity=1.0, ori=0.0, pos=array([ 0.65, -0.55]), size=array([ 0.140625,  0.25    ]), texRes=128, units=u'norm', win=Window(...))
410.6655 	EXP 	Created message = TextStim(alignHoriz='center', alignVert='center', antialias=True, autoLog=True, bold=False, color=array([-1., -1., -1.]), colorSpace='rgb', contrast=1.0, depth=0.0, flipHoriz=False, flipVert=False, font='FangSong', fontFiles=[], height=0.25, italic=False, name='message', opacity=1.0, ori=0, pos=array([ 0.,  0.]), rgb=array([-1., -1., -1.]), text='', units=u'norm', win=Window(...), wrapWidth=1)
